feature_0,feature_1,feature_2,feature_3,feature_4
-0.9769690347318605,-0.5205000817322456,1.338157092272889,1.0617577346679408,0.4162190786795455
-0.9107159304855771,-0.7853793643781108,1.3610535219170574,0.41821775373646036,-2.4025808792151016
-0.7799897391534283,-0.3325502918562779,1.3381570922728896,-0.8658361402634638,0.4162190786795454
-0.5612528581503514,-0.2540895572472342,-0.5622465681928641,1.1213261791272269,0.41621907867954583
-0.05925644275587586,-0.25292257880118757,-0.5622465681928672,-1.0904874882265434,0.4162190786795465
0.2577605538862278,-0.5037989529737792,-0.5622465681928642,0.1709831692750007,-2.4025808792151024
0.4280350232520543,1.2918617889018835,-0.5575074069448201,0.3423221939811175,-2.4025808792151024
1.2819791519481702,0.4816624637535729,-0.5562845174933657,0.17532114495497236,0.416219078679546
1.7082686266179732,3.658565520066491,-0.5279019237266157,-0.09317850229911184,0.39923835604162566
1.8702611911458,1.3057511977718759,4.301498393338137,-0.12199761506718475,0.41621907867954494
